Fecha,Ingresos,Net Income,EBITDA,Free Cash Flow,PER
2025-01-31,211172000.0,-14179000.0,6224000.0,,
2024-10-31,179066000.0,-7152000.0,-3589000.0,,-9.41833810888252
2024-07-31,176552000.0,-18413000.0,-19501000.0,,-14.873303167420813
2024-04-30,186289000.0,-3426000.0,-1327000.0,,-78.26190476190476
2024-01-31,215179000.0,3551000.0,9853000.0,,78.26190476190476
2023-10-31,,,,,-69.93617021276596
