Fecha,Ingresos,Net Income,EBITDA,Free Cash Flow,PER
2025-01-31,54922000.0,-15611000.0,-14271000.0,,
2024-10-31,51628000.0,-18152000.0,-16687000.0,,-53.028571428571425
2024-07-31,51589000.0,-19895000.0,-18944000.0,,-47.589743589743584
2024-04-30,51327000.0,-20995000.0,-20609000.0,,-44.19047619047619
2024-01-31,50089000.0,-21402000.0,-20437000.0,,-42.18181818181818
2023-10-31,,,,,-54.58823529411764
