Fecha,Ingresos,Net Income,EBITDA,Free Cash Flow,PER
2025-04-30,,,,,
2025-01-31,6872000000.0,276000000.0,510000000.0,,153.27971014492755
2024-10-31,7772000000.0,470000000.0,760000000.0,,90.3957264957265
2024-07-31,7946000000.0,451000000.0,893000000.0,,94.85470852017937
2024-04-30,7308000000.0,443000000.0,709000000.0,,97.0302752293578
2024-01-31,6673000000.0,322000000.0,560000000.0,,133.87721518987343
2023-10-31,,,,,
