Fecha,Ingresos,Net Income,EBITDA,Free Cash Flow,PER
2025-01-31,7854000000.0,627000000.0,1113000000.0,,40.17045454545455
2024-10-31,8458000000.0,1366000000.0,1439000000.0,,17.853535353535353
2024-07-31,7710000000.0,512000000.0,1228000000.0,,46.51315789473684
2024-04-30,7204000000.0,314000000.0,1146000000.0,,73.64583333333334
2024-01-31,6755000000.0,387000000.0,1245000000.0,,60.948275862068975
2023-10-31,,,,,
