Fecha,Ingresos,Net Income,EBITDA,Free Cash Flow,PER
2025-01-31,113091000.0,-7275000.0,-224000.0,,
2024-10-31,113989000.0,-12799000.0,-1107000.0,,-68.15
2024-07-31,97887000.0,-4057000.0,-369000.0,,-227.16666666666669
2024-04-30,95990000.0,-3817000.0,1869000.0,,-227.16666666666669
2024-01-31,101107000.0,1687000.0,8012000.0,,681.5
2023-10-31,,,,,
