Fecha,Ingresos,Net Income,EBITDA,Free Cash Flow,PER
2023-12-31,103331000.0,-18752000.0,-12282000.0,,-12.888888888888888
2023-09-30,96966000.0,-18920000.0,-22684000.0,,-12.888888888888888
