Fecha,Ingresos,Net Income,EBITDA,Free Cash Flow,PER
2024-12-31,16239000.0,-1631000.0,-901000.0,,
2024-09-30,14047000.0,-633000.0,-786000.0,,-192.25579053373616
2024-06-30,10960000.0,-1247000.0,-2415000.0,,-97.31053497370311
2024-03-31,9446000.0,-3724000.0,-3944000.0,,-35.000166666666665
2023-12-31,7471000.0,-5667000.0,-4310000.0,,-35.000166666666665
2023-09-30,,,,,-35.000166666666665
