Fecha,Ingresos,Net Income,EBITDA,Free Cash Flow,PER
2025-03-31,,,,,
2024-12-31,19703427000.0,-7131769000.0,-6933974000.0,,
2024-09-30,18673528000.0,-5141635000.0,-4817652000.0,,-1.4186
2024-06-30,17445968000.0,-5126370000.0,-4867823000.0,,-1.4186
2024-03-31,9908636000.0,-5257918000.0,-5006712000.0,,-1.3799610894941634
2023-12-31,17103176000.0,-5592773000.0,-4970984000.0,,-1.115251572327044
2023-09-30,,,,,-1.3282771535580524
