Fecha,Ingresos,Net Income,EBITDA,Free Cash Flow,PER
2025-04-30,,,,,
2025-01-31,33585000.0,1600000.0,1998000.0,,207.5
2024-10-31,31523000.0,410000.0,1063000.0,,830.0
2024-07-31,28382000.0,1148000.0,2513000.0,,276.6666666666667
2024-04-30,29838000.0,553000.0,1671000.0,,830.0
2024-01-31,26725000.0,1408000.0,2756000.0,,
2023-10-31,,,,,166.0
