Fecha,Ingresos,Net Income,EBITDA,Free Cash Flow,PER
2025-01-31,2106000000.0,193000000.0,330000000.0,,
2024-10-31,1347000000.0,-56000000.0,15000000.0,,-28.542253521126764
2024-07-31,1417000000.0,32000000.0,126000000.0,,50.6625
2024-04-30,1359000000.0,-4000000.0,92000000.0,,-405.3
2024-01-31,2083000000.0,181000000.0,327000000.0,,8.84934497816594
2023-10-31,,,,,-22.02578533092479
