Fecha,Ingresos,Net Income,EBITDA,Free Cash Flow,PER
2024-06-30,62985000.0,-39890000.0,-25518000.0,,
2024-03-31,59293000.0,-16130000.0,-3812000.0,,-34.464580776914936
